comment,positive,neutral,negative
"Ati"" dengan org kulit putih bermata sipit",0,1,0
"halaaahhhh taiiii, pencitraan aja. iKN ga jelaaaassss",0,1,0
Mantap.....beritakan fakta yg sebenarnya biar yg nyinyir pada melek matanya...❤❤❤.,0,1,0
Lu aja tinggal di ikn berani gk jgn promosi gk jelas dasar buzeer,0,1,0
Ayoo berdoa supaya IKN cepat jadi seduai dengan target bahkan sebelum target sudah selesai dan indonesia semakin maju cuma otak barisan sakit hati yg inginkan IKN mangkrak,0,1,0
"Mengah tpi sepih,tdk ada yg nyewa",0,1,0
"keren bgt om, top pokoknya ❤❤❤❤",1,0,0
Aku di balikpapan aja blom pernah kesana koh😢😢😢,0,1,0
Moga IKN dapat disiapkan ikut kebijakannya ..Aamin.,0,1,0
Setiap ganti pemerintah yg harus nya jadi icone negara sendiri di jatuhan oleh pemerintah nya sendiri...jadinya Indonesia tidak pernah ada kemajuan...rakyat cm komen negatif tp tidak sadar kl itu semuanya hasil dr uang rakyat...jadi sia2...,0,1,0
mantappppppppu,0,1,0
"Silahkan baku hantam di kolom komentar.
Bagi yang ingin IKN berlanjut sampai berhasil VS bagi yang ingin IKN mangkrak 😂
""""Silahkan saling hujat 🤣🙏",0,1,0
Sengkuni mumet tapi ojo modar supaya melihat yan etes jadi presiden,0,1,0
"Alhamdulillah...
keren banget ya Allah
insya Allah saya bisa mengunjungi IKN",0,1,0
Saya ngefans ibu nya ko Andi...,0,1,0
Yg ngomong mangkrak pendukung sengkuni dan tidak ingin indonesia maju mereka ingin dananya mau di korupsi,0,1,0
Protein campur kecap bahaya untuk dimakan,0,1,0
"Yg bilang mangkrak cma orang2 iri... Lu lihat aja dr tahun 2024 kemarin CPNS udah dibuka sebanyak2nya formasi Otoritas IKN.😂 
Yg gk tau info ini pasti nyesel wkwkkw, bisanya cma nyalahin pemerintah tiap tahun krn hidupnya miskin wkwkwk",0,1,0
Ikn hebatttttt .,0,1,0
"@amienrais
@bangedy
@reflyharun",0,1,0
"Yg pengen ikn mangkrak itu gerombolan anak abah  penyembah baliho onta yaman 😂
IKN resmi jd ibukota fpi ga bakal berani demo di IKN",0,1,0
Hebatnya ikn.waaa..sengking huebatnya aguan infes 20.tw.buat nyelamakan muuuka jokowi. .haaadeeh,0,1,0
"Semoga segera jadi IKN. Pengen cepet2 buka lesehan lamongan disana, kasih harga 2x lipat lumayan untung😂",0,1,0
kita tunggu progres selanjutnya.,0,1,0
Itu itu aj yg dibanggakan.sekali kali jln tol lampu merah kek,0,1,0
Yo wes lah moga gak sepi .. Dan jadi metropolitan melebihi jkt.. aku juga gini2  bangga jdi indonesian. Moga segera pindah .  Dpr dan semua mentri,0,1,0
Yo wes lah moga gak sepi .. Dan jadi metropolitan melebihi jkt.. aku juga gini2  bangga jdi indonesian. Moga segera pindah .  Dpr dan semua mentri,0,1,0
"Kapan mau di tempati, katanya 2024 November, kok msh blm pindah.",0,1,0
Gila...gila...gilaa..gilaaa....😄😄😄,0,1,0
seneng aku ndengerke medoke cindo wkwkw..,0,1,0
Haha kocak Luh bang😂 seru seru,1,0,0
Bodo amat kami gak butuh yang ginian liat ekonomi di negara ini semenjak mulyono amburadul kayak anak SD mimpin,0,1,0
Rakyat dah tahu yg ngomong itu ya kelompok2 mereka yg ngga ingin pindah ke IKN....,0,1,0
"Yg bilang mangkrak itu bukan orang asli pribumi,para pendatang yang numpang hidup di Indonesia, keturunan PKI yg ingin balas dendam dengan cara mengadu domba anak bangsa",0,1,0
"mantap ker Ikn tambah keren maju mewah berkelas Sopasti Asyik ,Semoga membawa kemakmuran Sejaterah untuk Warga sekitar ikn .,Slm Sejahterah Sam 👍👍",0,1,0
"Kalau udah jadi pindah dong, pindah semua pejabat ke ikn",0,1,0
Pengen kaya cepet jadilah buzzer!!!,0,1,0
Masya Allah.... Indonesia hebat,0,1,0
trus pindahnya kapan??,0,1,0
Rumah Susun Untuk ASN tolong di video dong bangunan dalamnya...,0,1,0
Sepi banget tapi ya?,0,1,0
"Nyocot ae kon....
La kontribusimu kanggo negoro iki opo cok???
Muk nggolek keuntungan pribadi tok...
Matamu....",0,1,0
Nek diseriusi banget yo ora mangkrak. Tapi kalo dicueki yo mangkrak rek...,0,1,0
"Bp Jokowi visioner hebat , sehat selalu Bp,  Allah selalu melindungimu.💖🇮🇩",0,1,0
"Bukan penjilat cukkk, ANDY SUGAR INI GEROMBOLAN SEMBILAN NAGA YA WAJAR DIA KESANA MANTAU USAHA DIE, btw singapur jadi ga bang ?",0,1,0
Keren Mas Bro,0,1,0
Lapo adoh2 ....ndik2....,0,1,0
Sepi kayak kuburan,0,1,0
"Nanti jg mangkrak ko,,, semua influenser tuh terima duit buat bacot bacot.",0,1,0
"Ini Orang Baru Benar Buktikan Sendiri dengan Mata Kepalanya, jadi TDK Asal Komen Mangkraklah,",0,1,0
"Mengapa tidak ada pohon bambu , pohon kenari , pohon Ara , pohon jambu , pohon mangga artinya masih agak gundul",0,1,0
Halah ya masih sepi gitu ...,0,1,0
"Penghina IKN pasti sebagian besarnya org2 PNS yg gk mau dipindahkan ke IKN.
Mereka berupaya utk menggagalkan pembangunan spya gk jdi pindah danbbertugas disana. Bangsat mmg para ASN yg sprti itu.

No debat, buktikan sndiri.",0,1,0
Gas 3 kg langka gak bang ?,0,1,0
mana penjilat istana batman kumpul sini dong😂😂😂😂,0,1,0
Yang bilang mangkarak itu kan pendukungnya anis saja.,0,1,0
35 juta semalam ..... yakin gue klo bukan pengusaha kakap pasti ASN... berarti yg bayarin rakyat... pake duit rakyat. Semprul,0,1,0
"IKN mangkrak COCOTE AMIN RASIS KOK DI GUGU 
CANGKEME BOSOK MAMBU TAI",0,1,0
😢 gk jadi pindah boosku,0,1,0
79cm😅😂,0,1,0
GASS TERUSSS REKKK....OMONGANE NETIZEN SING SAKIT HATI BEN TAMBAH SAKIT HATI....GOOD JOB REEK❤❤❤,0,1,0
Wah dapat endors ikn,0,1,0
"Pelan2 muterin kamera nya om.
Wes pusing ndas ku 😂",0,1,0
"Ada baiknya guru sekolah di perhatikan pak. Gaji guru non pns  blm terbayar penuh sampai sekarang malah d tunda"" gaji guru 1 bulan telatnya 2 bulan ada yg sampai sekarang 2018-2019, 4-5 bulan blm d bayar sampai sekarang 2025. Itu bukan ratusan.tapi ribuan guru blm d bayar. Padahal guru mendidik generasi bangsa.. bagaimana itu ada di posisi anda. Sdangkan anda punya tanggung jawab pada keluarga. Jatim",0,1,0
Smartphone yang dipake apa bang?!,0,1,0
Andy sugar atau deny siregar?!,0,1,0
"Pekerjanya ko cuma 3 orang 😂😂😂😂
Drama?????",0,1,0
Donatur plus plus,0,1,0
"Mbak swisotel ramah bgt
Tapi emg org2 hotel itu ramah2 ya jarang ketemu yg jutek cuma kita aja gk enakan",0,1,0
😂😂😂,0,1,0
Mewah bgt,0,1,0
Investor mana investor?,0,1,0
Semoga cepat selesai. Soalnya kota impian bgt. Dan semoga emg rakyatnya dibatasi jadi gk over,0,1,0
"otw ikan lah kalua gini, WKWKWK suwun ketua",0,1,0
Rudy kok gak diajak???,0,1,0
Itu yg peles senterya itu sudara kita oke..😂😂😂,0,1,0
Jokower,0,1,0
yg bilang mangkrak tu penjilat pant*at abah Anus(ANIS)yg gk suka sama bpk jokowi dan penerusnya bang😅,0,1,0
Ada apa masalah apa soto sama kecap manis,0,1,0
Masyarakat keliling IKN kenapa dibiarkan tanpa kemudahan asas??,0,1,0
"Kalau gak diterusin, dijadikan kantor gubernur Kaltim",0,1,0
Beda lagi tanggapan para pembenci ,0,1,0
bangunan e pancet ae cak wkwkwkkw,0,1,0
Mmpiro nggonku balikpapan,0,1,0
Semoga cepat selesei dan segera di fungsikan dan menjadi kebanggaan nasional,0,1,0
IKN Josss..,0,1,0
"Bangga sy ud ke IKN, jaya Nusantara, ❤",0,1,0
Lu dibayar brp bro sama rezim?,0,1,0
"Buzzer IKN , Tunggu aja pasti mangkrak, NORAAAAAK",0,1,0
"Yang mangkrak itu proyeknya para koruptor dan partai2 yg menghembuskan isu ikn mangkrak karena gagal berkuasa, ternyata Langit mengabulkan doa rakyat indo yg memilih org2 tdk haus kekuasaan dan fanatik keluarga mantan penguasa besar 😂😂😂",0,1,0
Sudah liat di pov sctv. Nara sumbernya pak basuki. Keren,0,1,0
Pengen pindah ke IKN mari ngene wes,0,1,0
"Ini bagian ternak mulyono jadi wajar spil yang nampak depan,aslinya mangkrak",0,1,0
Yang bilang mangkrak ajak sesekali plesiran ke kalimantan 😂 habis itu lepas mereka di hutan borneo 😂,0,1,0
"pembangunannya melambat, anggaran disunat boskue....",0,1,0
kalo gak mngkrak yo ASN nya yo cpt kon pindah no.....ben indonesia due ibu kota,0,0,1
"Masya Allah banyak pekerja nya ada 200 investornya ada dari china, arab dan Singapore. 😅😅😅",0,1,0
Yang bilang mangkrak tentu ternak Abah & Banteng,0,1,0
"Saya baru 4 hari lalu ke IKN, dari sore jam 5 sore hingga jam 9 malam.... Pembangunan IKN dan fasilitas pendukungnya dikerjakan siang malan oleh para pekerja...alat berat, crane, dan kendaraan² proyek bekerja tiada henti.... Itu sih yang saya lihat",0,1,0
"Sayangnya patung burung Garuda IKN ngak dibikin macam Garuda Wisnu diBali yg lebih kokoh, kuat & lbh bagus tentunya 👍",0,1,0
Majulah Indonesia ku walaupun terlambat dengan pemikiran negara lain untuk memindahkan Ibukota,0,1,0
Harusnya kita bangga..kita support..kita doakan semoga lancar dan mmbawa kebaikan untuk bangsa indonesia..,0,1,0
"Kalo kurang pekerja, siap berangkat ke ikn..",0,1,0
"Roky gerung aja yg bilang begitu, karena dia ga diurus istri ga ada anak ga bertuhan ga ada Agama. Jadi semerauk hidupnya.hanya menunggu orderan orang membayar utk menghina, memaki2 presiden buat hoax cuci otak rakyat ,,,roky roky,,otak baby",0,1,0
Josh rek,0,1,0
"muantapppp, Ko
mugo ae oleh kesempatan dolen ng IKN kyok smpean

sehat n sukses selalu, Ko",0,1,0
oh.....kamu bikin konten khusus untuk orang Jawa ya maka nya kamu banyak berbahasa jawa.kami yang tidak Jawa tidak ngerti bahasa mu.kamu lupa ya.ikn itu tidak di pulau Jawa.,0,1,0
"Yg Bilang IKN Mangkrak ,Itu Dari Para Ternak Onta Yaman % Capres 16 %",0,1,0
hotelnya satu mlm 35 juta bisa buat beli pcx🤣,0,1,0
Logatmu Cak Andy jowone medok poooolllll😂😂😂,0,1,0
Lucu..lucu..👍👍👍keren,0,1,0
Kang! Mbok amin rais diajak!😂,0,1,0
Mantap ikn.... semoga pembangunanya di beri kelancaran oleh alloh swt.,0,1,0
"Bangsa indonesia saat ini sebenernya di didik untuk lebih rasional, dibuatin ibukota negara baru gak mendukung apalagi menghujat,,,,kok tolol banget yooo ,,,,",0,1,0
"*GALI TERUS KONTEN YG POSITIF DAN TRANSPARAN , LAWAN KONTEN HOAX*",0,1,0
Pingin datang ke IKN mantap 👍🏼,0,1,0
Konten buzzer,0,1,0
"Meski ditampol sama kenyataan mereka akan tetap menyangkal bhwa ikn itu mangkrak,,,mungkin akan beda cerita klo cocote di tabok anbe sayape garuda,utowo matane diculek ambe tiang bendera sing duwure 79 meter.😂",0,1,0
"Apik mas ,follo semua ikn nya ampek pojokkan ikn jadi yg suk nyiyir bisa lihat,dan aljhamdulillah indonesia punya ikn yg megah ini lur,maju terus bpk bpk pekerja yg pantang mundur yg bangun ikn sukses selalu semuanya tanpa terkecuali,semoga alloh swt senantiasa melimpahkan rahmat ,karunianya,rizki yg berkah barokah serta kesehatan salam nkri,dari kediri",0,1,0
"Faktanya IKN bgtu indah mempesona dn menjadi kebanggaan, bangsa negara indonesia. Hanya para pembenci yg hatinya pnuh dengki benci spt widia stress analisis odgj, yg menfitnah dgn berita hoax mulu. Mana mata tlingamu widia stress analisis murahan yg tak bermutu😂😂😂",0,1,0
"Ndasku muncul... Gaes... 
😊😊

Ndaas muu kui...",0,1,0
Bazer mana bazerr,0,1,0
"Pemerintahan sendiri dihujat, dinyinyiri, Indonesia ini negara besar, luas dan beragam. Siapapun yg jadi presiden tetap kerja keras didukung seluruh lapisan masyarakat. Ayo kita najukan indonesia, jika byk warga negara sendiri menghujat jangan marah jika negara tetangga dan negara2 lain meremehkan kita. Ayo jangan hanya momentar ........bangun juga keluarga dan bangsa kita 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",0,1,0
"Enak banget ya buat pejabat aja😂😂😂, rakyat mah di gubuk aja",0,1,0
Buka salon di sana menjanjikan kali ya.....,0,1,0
Coba videonya di luar istana ada ga?,0,1,0
Tapi semalam 35j jeti? 😢,0,1,0
Keren bgt IKN,0,1,0
Mantap memang...,0,1,0
Yang bilang ikn mangkrak cuman orang ga punya mata dan telinga. Padahal banyak channel yg membahas pembangunan IKN tiap hari. Misalnya channel dian rana,0,1,0
pasukan presiden prabowo akan menghitung semua pihak² yg mempropagandakan barang yg JELAS² BAKAL MANGKRAKKK KARENA MEMBEBANI KEUANGAN NEGARA!!!  Termasuk congor² gigi bata di sini. bikin susah rakyat.,0,1,0
Saya yakin kalau harta para koruptor di ambil semua untuk membanggun bangsa apalagi sekelas IKN mah gampang apalagi yg 271T masih sisa kalau cuma sekls IKN,0,1,0
"Sumbu...bukan Sumbo...
Mosok wong $uroboyo gak ngerti artine SUMBUL",0,1,0
Mangkrak emang nggak tapi yang punya china dan pribumi jadi pelayan😂😂,0,1,0
"LAH, KOAR KOAR PINDAH KAGAK
😂😂😂😂😂😂😂",0,1,0
Ternak JOKODOK mulai keliaran...,0,1,0
GA RU DA ENAM SEMBILAN..Modal sedikit hasil maksimal💗,0,1,0
"Hanya manusia2 yang busuk hati dan manusia pembenci yang bilang IKN mangkrak, nyata nya ini salah satu video yang menunjukan IKN masih tetap berlanjut... Saya do'akan semoga ibukota indonesia cepat pindah...",0,1,0
"Beh...apiiiik e...,klo libur bnyk yg wisata liat"" IKN. Cita"" presiden"" sebelumnya untuk pindah ibukota, semoga terwujud.",0,1,0
"""Sumbu"" cuk duduk sumbo
""Sumbu"" artinya ""poros""
Jancuk bosomu jancuki",0,1,0
Kita tunggu tahun depan,0,1,0
Kita tunggu tahun depan,0,1,0
"Udah bukaa hotelnya, kan banyak Vendornya",0,1,0
Kenapa gak boleh pakai kecap manis?,0,1,0
"ya betul mas,, kami antri sampai 3 jam,,, naik bis nya,,, krn masyarakat antusias mau tau ikn,,, pas liburan kmrn, ,, 🤦‍♀️🏛

disarankan kalau mau jln2 ke ikn jgn pas liburan,,, penuh banget,,, 

tp happy,,, krn kami bangga tinggal di sini,,, 🙏👍👍🇮🇩🇮🇩",1,0,0
"Wah yg blng mangkrak itu orang yg tdk mau di ajak maju, biar aja nyinyir, penting kenyataan pembangunan IKN tetep lanjut... 🎉❤",0,1,0
Dapt kabar 60 investor asing sdh masuk ikn..???😮,0,1,0
memang luar biasa dah 👍,0,1,0
Udah hijau kalo lihat dekat garudanya. Tiidaak hitaam😅,0,1,0
Bazernya Mulyono andysugar,0,1,0
Terus kalu mangkrak ..pindah ibu kota negaranya kapan?...kata.mulyono Oktober 2024 sdh pindah ..kok gak jadi...😢,0,1,0
Cocote spo seng ngomng ikn mangkrak 😂😂😂,0,1,0
Mantap ini. Ikn harus didukung demi kemajuan Indonesia. Biar Indonesia lebih keren,0,1,0
Yg bilang IKN katanya mangkrak itu cm orang stres dan orang* yg g suka dengan pemerintah,0,1,0
Soto soto seger.. Info yg jual soto bos😂,0,1,0
IKN istananya raja koruptor Nusantara yg jelek katro licik pengo wkwkwk 😅hadiah buat orang Kalimantan gratis tissssss 😅,0,1,0
Yang bilang mangkrak orang pembenci Ikn bang😊😊😊,0,1,0
Yg gak suka pak jokowi tetep di bilang mangkrak....tapi nyatanya tetep berjalan pembangunanya.aku melu uuuuuuu,0,1,0
"hotel sdh dr awal mas, jadi,,, pas 17 agustus 2024,,era pak jokowi,,,kebanyakan pejabat nginep di situ,, 👍👍🏨",0,1,0
masa punya wajah cakep dan menarik ga mau sih??? ibukota adalah wajah negara dan ikn adalah wajah yang lebih cakep dan menarik dari pada Jakarta 😂😂😂,0,1,0
"Yg nmanya benci y gitulah smpai kpnpun jg akn ttep bnci, dan akn trs mnyudutkan yg dibenci,, tulah gol org² yg tk tau diuntung, pdhl merekapun menikmati hsil krjanya yg mereka benci..😅😅",0,1,0
Bagus bang andy terus spil.bktikan ...untuk para pembenci ....semangat bang Andy 👍👍👍👍🇮🇩,0,1,0
"Ya jalan broo

Duitnya dari APBN 

Rakyat harus patungan 😂",0,1,0
Emang sepi gitu lho..,0,1,0
Yg bilang koar2 Ikn mangkrak itu pasti anak buahe abah lan riziq yg di sebut2 pasukan nasi bungkus / gerombolan sakit hati🤣🤣🤣🤣🤣🤣mase,0,1,0
"kalian bangga akan IKN tapi kalian tidak tau penderitaan rakyat, minyak mahal, pupuk mahal, sembako mahal, rakyat miskin tambah banyak makan saja susah kalian utang demi bangunan",0,1,0
Cara tinggal disana gimana bang ?,0,1,0
"Mangkraklah, dulu udah diaebut ibu kota negara, PNS nya dipindahkan kesitu juga gak jalan2. Aduh, nanti maksa maksa dikucurkan apbn kesitu, bikin rempong ah mulyono.",0,1,0
"IKN,,, ga mangkrak,,, saya sdh 2x ,, ke IKN,,, 
jgn percaya org2 nyinyir,,, 👍👍🇮🇩🇮🇩",0,1,0
Mas cuma amin rais yg  jelekan 2 pak jakowi sampe sekarang  bilang nya mangkerak ikn  tolong  di gered atau di tarik  gulune  gawa maring  ikn  supaya  matane kon mendelik utowo melotot  mangkra apa ora,0,1,0
Yang mangkrak itu ocehan manusia  tukang nyocot.,0,1,0
Pancen akeh wong2 taek sing benci jokowi sampek saiki. Pancen taek temen wong2 kuwi senengane gawe hoax ae.,0,1,0
"MashaAllah 
Keren banget 👍👍👍",0,1,0
"videonya bagus cuma yappingnya agak ganggu, maap penonton baru",0,1,0
"Amin Rais. . , Rocky Gerung, refly harun, said Didu dimana kamu taruh matamu ? Atau jangan 2 matamu sudah buta ?",0,1,0
Semoga IKN menjadi kebanggaan Indonesia.,0,1,0
Thanks sdh bawa aku ke IKN,1,0,0
*_SEMOGA AMIN RAIS. ROKI GARONG. FAISOL ASEGAF. ORANG2 PEMBENCI P JOKOWI SISAKIT HATI BIAR TAU_*,0,1,0
"Anak abah meradang kejang kl liat konten kek gini, absen..",0,1,0
Prutttt,0,1,0
"Tangsel hadir sy org balikpapan asli diam di bdg udh 45 th, mdhn IKN selesai secptny amiin",0,1,0
"Dulu si joko bilang bakal ini dan itu untuk ikn...eh ternyata NGIBUL😂😂😂
AKHIRNYA di Kalimantan ada CANDI😅😅😅",0,1,0
Coba untuk orang orang tidak percaya tentang IkN cek sendiri,0,1,0
"Gk usah bnyak bacot, klu emang sesuai yg di video kenapa belum pindah ke sana semua ASN dan pemerintahan malah Prabowo bilang paling cepet pindah ke sana bulan agustus 2028, Sedangkan mulyono bilang july 2024 udah bisa pindah ke sana, ada yg bisa jawab atau pada mau kabur semua??? 🤣🤣",0,1,0
"kata orang2 sih begituh ktnya mangkrak , menurutku yg dri awal saya melihatnya ya biasa2 saja yg bilang mangkrak itu krna pembenci , 
klo seumpapanya mangkrak merdeka saja kalimatan sya mau pindah kesana sudah ada ibu kotanya 😂😂 , kalo negara sudah tidak bisa lagi mendanai , dengan sumber daya yg tinggi dan tanah makmur , kelapa sawit yg luas sumber daya manusia tinggi pasti bisa jadi negara yg maju ,",0,1,0
"Menurut Saya sih IKN gak mangkrak. 
Pemerintah Pak Prabowo kan baru 100 hari.  Sebelum jadi Presiden beliau mengatakan akan melanjutkan pembangunan IKN.
Minimal setahun atau dua taun atau Mpat tahun. Jangka Pendek menengah dan panjang.
Inikan gak semudah membalikkan telapak tangan mu butuh proses untuk sempurna",0,1,0
"Yakin mangkrak, aguan lg pusing mikirin proyek pagar lautnya yg di demo warga.",0,1,0
Keren banget dah gak sabar mau pindah kesana,0,1,0
Mantap ini baru....memang keren,0,1,0
jaraknya pusat pemerintahan apakah tidak terlalu dekat tuh klo misalnya di kirimin bom nuklir apakah nanti tidak langsung lumpuh pusat pemerintahan Indonesia dan jalan jalan di IKN kurang lebar untuk sebuah ibukota dan pusat pemerintahan Indonesia 😅😂😂,0,1,0
"Satu melem, n max satuuu😂",0,1,0
"Pengen keikn,SMG tahun ini terwujud.",0,1,0
"YG. NGOMONG. IKN. MANGKRAK. KAYA KATAK DLM. TEMPURUNG ,,,,,IKN. KEREN. BRO, ,,,,,,MONGGO KE IKN,,,,,",0,1,0
Kalo ada agresi militer hotel ini bisa jadi sasaran 😂,0,1,0
Terimakasih orang baik🙏semoga sehat selalu dan selalu jadi orang baik,0,1,0
"IKN yo adoh seko laut rek, nek katene nyang laut yo tekanono pantai manggar, Balikpapan, 😂, mreneo dulen nyang Tenggarong Kota Raja, duleno nyang Museum Mulawarman",0,1,0
Saya dulu sekitar th 1988 sering nyebrang naik kapal ferry ke penajam ada rumah makan sambal goreng hati uenak banget..masih ada gak ya? Skrg saya tinggal do bogor.,0,1,0
"ITU ISTANA DOANG!!!
MINDAHIN ISTANA DOANG KALI YE?",0,1,0
"Calon ibu kota baru kok sampai mangkrak, bikin malu semua orang",0,1,0
"Konten positif,melihat perkembangan pembangunan negri ini.pengetahuan bagi wong cilik.",0,1,0
YANG BIKIN HOAX IKN MANGKRAK elo B4NC1,0,1,0
Anak abah menangis melihat ini 😂😂😂,0,1,0
Gedung semegah itu mangkrak ya mustahil lah. Diketawain rakyat kalau mangkrak. 😅,0,1,0
2:58 ngakak😂😂😂😂😂😂,0,1,0
Pembencinya di dor saja,0,1,0
"Jngn heran ya ko andy dgn logat” ngmongnya org kalimatan ,rata” begitu ad yg R nya betagar rata” orang banjar 😅",0,1,0
"SEBELLL  BANGETTT Liat Berita HOAX, Mana yg BENAR Mana Yg HOAX Gak Ada PERTANGGUNGJAWABANNYA, Enakan Baca Koran...GAK BENER BREDELLL...Bikin Pusing Otak Ajaaa !!!",0,1,0
"keren mas andy, walaupun bahasanya masih medok jawatimuran. sehat slalu.......",0,1,0
"keren habis,semoga mantep",0,1,0
Rek coba tuku lpg 3kg onok ga nang kono?,0,1,0
Yg komen itu kan mony*t bang bukan manusia 😂,0,1,0
"Di luar negeri ada menara Eiffel, ada twins tower, ada Burj khalifah, pembangunan infrastruktur yang luar biasa... Jika di Indonesia ada IKN maka sudah sewajarnya Indonesia punya kebanggaan karena pembangunan infrastruktur murni tenaga kerja dari Indonesia... Walaupun sudah menelan anggaran yang banyak tetapi Indonesia semakin disegani oleh dunia... Yang menghancurkan ekonomi Indonesia bukan karena pembangunan infrastruktur IKN tetapi ulah koruptor dan pejabat yang tidak mampu berbuat adil terhadap rakyat sendiri... Dana IKN yang sudah terpakai kurang lebih 89 triliun... Masih 1/3 dana korupsi timah sebesar kurang lebih 300 triliun... Itu baru satu kasus... Jika semua kasus korupsi mampu diungkap dan disita oleh negara... Mau membangun 5 IKN pun Indonesia mampu... Boleh dikata korupsi di Indonesia sudah menjadi tradisi pejabat dan pengusaha sudah menjadi penyakit akut menahun turun temurun...",0,1,0
"Orang orang yg sakit hati saja, yng selalu mengatakan pembangunan yg diklola Negara slalu diberitakan tidak baik. Manggiring alibi masyarakat di adu..",0,1,0
"kiro2 isok daftar dodol sego pecel ng IkN ta? sing eruh carane ,spill en rek",0,1,0
Rusun pns ngeri juga tapi ya kalo para pns di jadikan satu tempat tinggal...klo seumpma ada bencana entah alam atau bencana bikinan ya habis satu rusuh giman dong urusan negara bisa kocar kacir...smoga aman jaya lah,0,1,0
Semoga kita bisa ambil hikmah dari kejadian-kejadian sekitar kita. Semoga pembangunan Indonesia dan IKN terus maju. Hambatan tantangan gangguan selalu ada di proyek manapun. Tetap semangat !,0,1,0
guwendeng keren cok,0,1,0
Harus di tangkap pelaku2nya kalo memang tidak ada study kelayakan yg maksimum kalo sampai mangkrak karena pemborosan anggaran yg boleh hutang pula,0,1,0
"Mantab IKN Nusantara.
Yang bilang mangkrak..yang IKN nggak ada air itu karena ada rasa iri dengki ,makanya selalu julit teruss...pastilah orang orang seperti itu hanya menjadi Manusia Pecundang saja !
IKN Nusantara hebat...IKN Nusantara menjadi kebanggaan Bangsa lndonesia 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩♥️♥️👍👍",0,1,0
Mbah Amien kok gak diajak ke IKN mas😂,0,1,0
Ngeriii,0,1,0
heleh taik.,0,1,0
Ikn is the best❤,0,1,0
Mantaap..ini baru bener..berkat pak jokowi..Ikn makin maju dan lanjut trs,0,1,0
"PIK 2...   jgn lupa..  .  Awas...
Pinter2 bgt ripu2 nya",0,1,0
"Di indonesia itu politiknya tidak sehat dan ga beda jauh kaya suporter bola sebagus2 nya pemimpin itu membangun ga bakal kelihatan krna mereka merasa sebagai musuh
Dan sedikit kejelakan akan terasa seperti pemimpin paling jahat paling2 melebihi dajal 
Ya moga aja masyarakat yg fanatik2 bisa nerima kekalahan yg didukung dan menerima kemenangan lawan",0,1,0
"Ternak mulyono... hahaaa
Hati2...
Ingat  jgn kejadian gorong2 lagi",0,1,0
"Saya sdh kesana dan menikmati indah dan megahnya IKN.
Minum kopi di exelco dan mampir makan ke hotel swissotel.
IKN mantap.
Thanks pak Jokowi...salam nkri makin maju",1,0,0
"Ngarai pengen..... Jangan di aplut. 
Ternak sebelah ben kaget. Nnti kl sudah jadi saja.",0,1,0
"Aku kerja di ikn bng, aku di ASN 2 dekat dengan istana negara, yg bilang ikn mangkrak hanya orang2 yg ingin memecah belah bangsa🙏",0,1,0
"Saran sya sih harus ada 7eleven
Di IKN
Kaya di Thailand Vietnam",0,1,0
Sembarangan singapura....,0,1,0
Cantik yah mau lah pindah sana,0,1,0
Mampir mas ke rumah ku,0,1,0
"Tarnak kadal auto micek(pura² buta), semoga buta beneran",0,1,0
Semoga proyek lanjut,0,1,0
Pemerintah harus tau rakyat kecil rakyat biasa jangan di persulit dan gratiskan kasih makan itu baru mem muliyakan rakyat,0,1,0
"Yg bilang ikn mangkrak itu cucunya si amin rasis cs. 
Pingin diundang melihat ikn ga kesampaian.",0,1,0
"YANG MANGKRAK ITU HIDUPNYA AMIN RAIS, ROKI GERUNG IKRAR SAID DIDU ABRAHAM SAMAD INI ORANG2 YANG HIDUPNYA MANGKRAK",0,1,0
Jangkrik 35jt suwengi tok. Wess ampuun deh,0,1,0
Sik ta lah ko.. aq nontok POV ne smpy ama mbak iku loh.. panfangan matane lek jauh gitu ko. Tuinggi banget smpy kooooo,0,1,0
Yg nginep disitu dengan harga 35jt hanya semalam kalau orang pemerintahan langsuh di pecat mending kasih rakyat yg ga mampu masih banyak orang2 kita kususnya saya mau makan mau beli beras aja sangat susah,0,1,0
Masyaallah....keren banget luar biasa🎉🎉,0,1,0
Apik ternyata. Kapan rek iso dolan mrono,0,1,0
Mungkin bgs lagi klau ad tanam buah khas nusantara jdinya lbh berguna jga untk anak cucu biar tau buah bauhan khas nusantara ad apa aja,0,1,0
"Yg bilang mangkrak itu kon ngespos, hanya dengki yg berkepanjangan gara gara jagonya kalah",0,1,0
Mantap infone lek✌️,0,1,0
"Dibayar berapa bang 😂
Sampai kepala pemerintahan ataupun jajarannya pun belum ada yg menetap disana",0,1,0
"35 juta semalam. 😂😂😂
Klu saya butuh kerja 10 tahun utk nginap 1 mlm  Co.... 🤣🤣🤣",0,1,0
🫰🫰🫰,0,1,0
"YA Alloh bagus bangeeet, semoga pak jokowi sabar, menerima hinaan dari segelintir  orang2  yg tidak suka dari sabang sampai merauke, terus semangat pak jokowi🙏🙏🙏",0,1,0
